Timestamp,Market,Product,UnitOfMeasure,Currency,PriceLocal,PriceUSDMT,Period,Month,Year,IngestionTimestamp
2026-03-11,EEX,SMP,MT,EUR,2743.0,3232.87,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2754.0,3250.27,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3237.93,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3242.11,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3246.3,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3250.48,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2740.0,3254.67,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2614.0,3043.92,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2731.0,3185.69,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-11,EEX,SMP,MT,EUR,2756.0,3220.43,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,464.0,551.86,2027-06-21,6,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,463.9,552.4,2027-07-20,7,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,464.0,553.17,2027-08-20,8,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,464.0,553.82,2027-09-20,9,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,464.0,554.47,2027-10-20,10,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,418.8,490.22,2026-06-22,6,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,423.9,496.87,2026-07-20,7,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,432.5,507.65,2026-08-20,8,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,440.8,518.1,2026-09-21,9,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,448.6,527.99,2026-10-20,10,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,453.5,534.49,2026-11-20,11,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,458.0,540.53,2026-12-21,12,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,461.7,545.6,2027-01-20,1,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,458.2,542.17,2027-02-22,2,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,463.8,549.5,2027-03-22,3,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,463.8,550.21,2027-04-20,4,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,463.8,550.92,2027-05-20,5,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,386.3,449.83,2026-03-20,3,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,402.6,469.63,2026-04-20,4,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Milk,MT,EUR,408.5,477.34,2026-05-20,5,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1724.57,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1726.61,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1728.65,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1730.69,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1732.73,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1400.0,1638.75,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1400.0,1641.01,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1400.0,1643.26,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1400.0,1645.52,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1706.62,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1708.95,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1711.29,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1713.5,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1715.72,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1717.93,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1720.15,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1450.0,1722.36,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1100.0,1280.91,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1250.0,1458.11,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SWP Feed,MT,EUR,1350.0,1577.49,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5525.0,6571.22,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5550.0,6608.76,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5550.0,6616.57,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5550.0,6624.37,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5550.0,6632.18,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,4925.0,5764.9,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5075.0,5948.65,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5113.0,6001.43,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5125.0,6023.77,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5175.0,6090.87,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5175.0,6099.2,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5188.0,6122.88,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5400.0,6381.32,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5425.0,6419.15,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5450.0,6457.05,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5475.0,6495.03,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,5500.0,6533.09,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,4650.0,5414.77,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,4825.0,5628.32,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,Butter,MT,EUR,4888.0,5711.7,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3258.85,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3262.7,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3266.56,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3270.41,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3274.27,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2775.0,3248.24,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2756.0,3230.44,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2738.0,3213.75,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2738.0,3218.16,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2738.0,3222.57,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2736.0,3224.62,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2748.0,3243.19,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3237.93,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3242.11,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3246.3,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3250.48,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2740.0,3254.67,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2623.0,3054.4,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2750.0,3207.85,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-12,EEX,SMP,MT,EUR,2775.0,3242.63,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,464.0,551.86,2027-06-21,6,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,463.9,552.4,2027-07-20,7,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,464.0,553.17,2027-08-20,8,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,464.0,553.82,2027-09-20,9,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,464.0,554.47,2027-10-20,10,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,418.8,490.22,2026-06-22,6,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,423.9,496.87,2026-07-20,7,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,432.5,507.65,2026-08-20,8,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,440.8,518.1,2026-09-21,9,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,448.6,527.99,2026-10-20,10,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,453.5,534.49,2026-11-20,11,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,458.0,540.53,2026-12-21,12,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,461.7,545.6,2027-01-20,1,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,458.2,542.17,2027-02-22,2,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,463.8,549.5,2027-03-22,3,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,463.8,550.21,2027-04-20,4,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,463.8,550.92,2027-05-20,5,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,386.3,449.83,2026-03-20,3,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,402.6,469.63,2026-04-20,4,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Milk,MT,EUR,408.5,477.34,2026-05-20,5,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1724.57,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1726.61,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1728.65,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1730.69,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1732.73,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1400.0,1638.75,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1400.0,1641.01,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1400.0,1643.26,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1400.0,1645.52,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1706.62,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1708.95,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1711.29,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1713.5,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1715.72,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1717.93,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1720.15,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1450.0,1722.36,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1100.0,1280.91,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1253.0,1461.61,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SWP Feed,MT,EUR,1350.0,1577.49,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5525.0,6571.22,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5550.0,6608.76,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5550.0,6616.57,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5550.0,6624.37,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5550.0,6632.18,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,4950.0,5794.16,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5000.0,5860.74,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5075.0,5956.83,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5150.0,6053.15,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5200.0,6120.29,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5200.0,6128.67,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5188.0,6122.88,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5375.0,6351.78,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5400.0,6389.57,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5450.0,6457.05,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5475.0,6495.03,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,5500.0,6533.09,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,4650.0,5414.77,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,4850.0,5657.48,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,Butter,MT,EUR,4900.0,5725.72,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3330.21,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3334.15,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3338.09,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3342.03,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3345.96,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2840.0,3324.33,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2819.0,3304.29,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2819.0,3308.83,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2846.0,3345.1,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2759.0,3247.29,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2759.0,3251.73,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2771.0,3270.33,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3308.84,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3313.11,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3317.39,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3321.66,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2800.0,3325.94,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2607.0,3035.77,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2781.0,3244.01,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-13,EEX,SMP,MT,EUR,2831.0,3308.06,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,464.0,551.86,2027-06-21,6,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,463.9,552.4,2027-07-20,7,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,464.0,553.17,2027-08-20,8,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,464.0,553.82,2027-09-20,9,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,464.0,554.47,2027-10-20,10,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,418.8,490.22,2026-06-22,6,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,423.9,496.87,2026-07-20,7,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,432.5,507.65,2026-08-20,8,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,440.8,518.1,2026-09-21,9,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,448.6,527.99,2026-10-20,10,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,453.5,534.49,2026-11-20,11,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,458.0,540.53,2026-12-21,12,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,461.7,545.6,2027-01-20,1,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,458.2,542.17,2027-02-22,2,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,463.8,549.5,2027-03-22,3,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,463.8,550.21,2027-04-20,4,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,463.8,550.92,2027-05-20,5,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,386.3,449.83,2026-03-20,3,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,402.6,469.63,2026-04-20,4,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Milk,MT,EUR,408.5,477.34,2026-05-20,5,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1724.57,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1726.61,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1728.65,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1730.69,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1732.73,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1400.0,1638.75,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1400.0,1641.01,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1400.0,1643.26,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1400.0,1645.52,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1706.62,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1708.95,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1711.29,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1713.5,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1715.72,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1717.93,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1720.15,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1450.0,1722.36,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1100.0,1280.91,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1253.0,1461.61,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SWP Feed,MT,EUR,1350.0,1577.49,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5525.0,6571.22,2027-06-30,6,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5550.0,6608.76,2027-07-28,7,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5550.0,6616.57,2027-08-25,8,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5550.0,6624.37,2027-09-29,9,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5550.0,6632.18,2027-10-27,10,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,4950.0,5794.16,2026-06-24,6,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5000.0,5860.74,2026-07-29,7,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5075.0,5956.83,2026-08-26,8,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5150.0,6053.15,2026-09-30,9,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5200.0,6120.29,2026-10-28,10,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5200.0,6128.67,2026-11-25,11,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5188.0,6122.88,2026-12-16,12,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5375.0,6351.78,2027-01-27,1,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5400.0,6389.57,2027-02-24,2,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5450.0,6457.05,2027-03-31,3,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5475.0,6495.03,2027-04-28,4,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,5500.0,6533.09,2027-05-26,5,2027,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,4650.0,5414.77,2026-03-25,3,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,4850.0,5657.48,2026-04-29,4,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,Butter,MT,EUR,4900.0,5725.72,2026-05-27,5,2026,2026-08-24 16:50:20.491893
2026-03-16,EEX,SMP,MT,EUR,2800.0,3330.21,2027-06-30,6,2027,2026-08-24 16:50:20.491893
